Âge,Genre,Revenu Annuel,Indice Satisfaction,Type de Produit Préféré
38,Homme,73237.03857791804,3,Beauté
69,Femme,33942.53709685117,1,Électronique
58,Femme,55337.67703523742,6,Vestimentaire
59,Femme,72573.87766511034,4,Beauté
44,Homme,56187.17239005812,7,Vestimentaire
59,Femme,69569.08241754296,9,Vestimentaire
54,Femme,34194.643023981596,5,Vestimentaire
69,Femme,53510.07906356939,5,Alimentaire
54,Femme,98818.4445152217,1,Beauté
23,Femme,47041.0173165288,3,Beauté
40,Homme,88775.374640839,10,Beauté
57,Homme,55708.348201479304,3,Beauté
33,Homme,26534.516414435555,9,Alimentaire
56,Homme,52095.032006965004,5,Électronique
68,Femme,43060.02158409318,10,Beauté
51,Homme,49617.6724822658,8,Électronique
62,Homme,93624.97852609128,7,Beauté
27,Homme,24473.45249866152,9,Alimentaire
55,Femme,94458.64415135825,1,Alimentaire
63,Homme,23990.49843113004,3,Vestimentaire
23,Femme,25060.45697281218,10,Vestimentaire
52,Homme,73230.16661395854,7,Vestimentaire
50,Homme,42454.75049104819,7,Vestimentaire
64,Femme,26260.515203807096,9,Beauté
47,Homme,39880.07109128303,6,Beauté
52,Femme,33078.746136218135,9,Vestimentaire
65,Femme,58691.50362613018,9,Vestimentaire
23,Homme,45892.03913180535,10,Vestimentaire
57,Homme,91906.41685280131,10,Alimentaire
48,Femme,44567.07569607637,1,Beauté
59,Femme,38454.76708064931,2,Alimentaire
23,Femme,68941.63861251486,6,Électronique
21,Homme,75273.82368953871,10,Électronique
22,Femme,64834.23828951128,7,Beauté
18,Femme,22989.768397366053,8,Alimentaire
23,Femme,29421.998985089005,6,Vestimentaire
19,Femme,76108.33462067044,9,Vestimentaire
24,Homme,64686.683934643974,6,Vestimentaire
55,Homme,66520.2370736642,7,Électronique
35,Homme,34113.52875158962,4,Électronique
29,Homme,75565.28028530751,9,Électronique
23,Femme,80874.71278053094,9,Électronique
61,Femme,94285.08571600368,9,Beauté
55,Femme,78972.76828348823,6,Alimentaire
46,Homme,25934.711072234233,9,Électronique
61,Femme,22341.112726967836,6,Beauté
28,Femme,95418.95380409664,7,Vestimentaire
68,Homme,54363.421011898885,4,Vestimentaire
58,Femme,27420.50565533895,1,Électronique
38,Homme,95818.46561330788,5,Beauté
40,Homme,49994.47842804777,8,Beauté
49,Homme,29576.525654181278,10,Vestimentaire
26,Femme,97420.3663183714,9,Alimentaire
24,Homme,45569.6370608803,6,Beauté
34,Homme,21073.532460211347,4,Alimentaire
69,Femme,96332.73347468447,10,Vestimentaire
38,Femme,83200.11550254254,6,Électronique
40,Femme,65153.34608622209,6,Beauté
48,Femme,43218.034459496586,3,Alimentaire
57,Homme,41619.745523326375,8,Alimentaire
18,Homme,86579.63211262836,6,Vestimentaire
59,Homme,36548.52853939748,8,Électronique
69,Homme,96183.26762200205,10,Beauté
36,Homme,44876.81929740928,6,Alimentaire
55,Homme,96524.37471371211,8,Beauté
38,Femme,22781.23834770943,5,Électronique
56,Femme,79407.78490212889,5,Alimentaire
66,Femme,61257.78450241753,8,Beauté
22,Homme,54949.70476333194,7,Vestimentaire
50,Femme,84605.31679472605,8,Alimentaire
47,Homme,71834.57123990181,2,Beauté
64,Femme,39542.9936803469,3,Électronique
30,Femme,61773.298103385896,5,Électronique
58,Homme,56728.41872863006,1,Vestimentaire
63,Homme,87423.69262432434,10,Électronique
31,Homme,79294.86784003404,3,Électronique
58,Homme,86062.10037034815,5,Beauté
56,Homme,74388.71235839278,3,Alimentaire
63,Femme,52108.26629553363,3,Vestimentaire
59,Homme,35224.50163479552,3,Beauté
68,Homme,65618.08933299643,6,Alimentaire
48,Homme,54461.430423801394,1,Alimentaire
28,Femme,20307.265905116677,3,Alimentaire
49,Femme,59350.756214912115,7,Vestimentaire
41,Femme,85499.58491858865,2,Électronique
52,Homme,54463.610673808944,2,Électronique
62,Homme,62359.461837958144,3,Électronique
60,Homme,48080.40706418861,4,Beauté
57,Femme,80630.82771708278,3,Vestimentaire
32,Femme,46788.72096145413,3,Vestimentaire
63,Femme,72295.95881793002,5,Alimentaire
18,Femme,55247.16800525856,7,Alimentaire
67,Femme,92755.25079068102,4,Beauté
23,Femme,54944.64475654814,4,Alimentaire
40,Homme,90480.07706518153,5,Beauté
50,Homme,29479.37371280659,1,Vestimentaire
61,Femme,78777.30089696887,4,Beauté
23,Homme,63674.02986052502,7,Électronique
59,Femme,22416.998526631236,10,Beauté
41,Femme,96744.31434519125,9,Électronique
23,Femme,20042.80039903011,5,Vestimentaire
45,Homme,43832.991098285434,6,Alimentaire
22,Femme,81873.42218227123,1,Beauté
36,Femme,33358.75091160275,5,Alimentaire
19,Femme,86467.66959724255,7,Alimentaire
49,Femme,65355.795372177454,6,Électronique
27,Homme,98546.64249904605,6,Alimentaire
44,Homme,22036.86513529508,4,Vestimentaire
25,Homme,37089.9176103977,3,Beauté
41,Femme,87574.74005586177,2,Alimentaire
33,Homme,97262.29971718392,5,Beauté
43,Femme,35870.945793442894,10,Alimentaire
56,Homme,60418.87744636377,2,Électronique
47,Femme,48540.52410713934,10,Électronique
55,Homme,59420.00531530323,8,Alimentaire
21,Femme,35484.570960438665,7,Beauté
54,Femme,25548.660551491143,2,Électronique
34,Femme,65913.24146023486,7,Vestimentaire
28,Femme,81279.70092373985,6,Vestimentaire
57,Homme,27357.44135171955,3,Alimentaire
18,Homme,70952.54900614114,8,Beauté
57,Homme,24590.624371903545,6,Vestimentaire
49,Femme,25272.999787344972,9,Alimentaire
48,Femme,20650.1420672939,3,Électronique
29,Femme,72308.51611080024,9,Alimentaire
27,Femme,82144.4555939537,10,Vestimentaire
51,Femme,37351.73319008073,3,Vestimentaire
30,Homme,80565.45171075413,4,Beauté
40,Homme,52870.12743627408,5,Électronique
60,Femme,32199.810809222858,5,Beauté
60,Homme,89393.34832520022,7,Électronique
33,Femme,75078.46742277581,10,Vestimentaire
25,Femme,73065.77568224206,8,Alimentaire
31,Homme,70681.74793087385,7,Beauté
42,Femme,23146.183474849808,6,Alimentaire
41,Femme,68105.31230798812,10,Vestimentaire
67,Homme,74056.61410575928,3,Beauté
18,Femme,86301.49529896054,8,Beauté
20,Homme,74101.6463859697,10,Vestimentaire
31,Femme,83479.34803865352,9,Beauté
34,Femme,88791.75144393393,10,Électronique
58,Femme,60967.84565571583,2,Électronique
32,Homme,31691.24751913255,8,Vestimentaire
49,Femme,75071.97175846869,5,Alimentaire
24,Femme,66005.22154647316,10,Électronique
45,Homme,81970.30271076428,7,Alimentaire
65,Femme,67901.01195701807,6,Vestimentaire
58,Homme,87833.81064702681,9,Vestimentaire
40,Homme,62767.93869026724,1,Vestimentaire
64,Femme,81576.47777229399,5,Alimentaire
54,Femme,58256.608600175234,4,Vestimentaire
55,Homme,79269.24860213773,10,Électronique
31,Homme,86726.45167448836,8,Électronique
68,Homme,90384.62680683633,5,Électronique
20,Homme,99116.08363468114,10,Électronique
27,Homme,92013.68141063912,5,Vestimentaire
56,Homme,99577.04898486628,6,Vestimentaire
19,Homme,59574.43833185523,4,Vestimentaire
63,Homme,45555.948186953494,9,Beauté
58,Femme,20897.10817974047,5,Électronique
53,Homme,73330.46207260297,9,Vestimentaire
23,Homme,84495.6088417067,6,Beauté
29,Femme,89165.98290679137,2,Alimentaire
36,Femme,60632.805774107685,7,Alimentaire
43,Femme,53564.74821982417,8,Alimentaire
57,Femme,95449.43590577498,4,Électronique
38,Homme,97556.33594194554,1,Beauté
65,Femme,76450.75349052885,4,Vestimentaire
64,Homme,58167.14252715564,4,Électronique
46,Femme,35158.05304608683,6,Vestimentaire
26,Femme,28956.822368364337,5,Vestimentaire
61,Homme,30982.29234228226,5,Vestimentaire
54,Homme,33256.21414984051,10,Alimentaire
38,Homme,59664.471913127796,10,Alimentaire
31,Femme,76047.66609783776,1,Alimentaire
18,Femme,52048.76053146848,5,Alimentaire
27,Homme,58949.95538885487,9,Alimentaire
45,Homme,93294.927820125,1,Beauté
38,Femme,46154.25567354883,5,Électronique
19,Homme,72222.0939771681,8,Alimentaire
28,Femme,54789.458516751016,7,Beauté
68,Femme,73166.3882334125,2,Beauté
50,Homme,29016.279218913834,4,Alimentaire
60,Femme,58638.35962111053,6,Électronique
22,Femme,73991.8633953683,9,Beauté
63,Femme,53310.56565621189,7,Vestimentaire
30,Homme,66646.61013737154,2,Beauté
44,Homme,34441.53354663262,8,Électronique
60,Femme,81579.56217962285,6,Alimentaire
45,Homme,76249.1650152276,3,Électronique
50,Homme,20290.58507038237,4,Électronique
29,Femme,62760.254120520665,6,Vestimentaire
37,Homme,54050.77476442715,3,Alimentaire
21,Homme,95513.38032923499,10,Électronique
19,Homme,76569.79666314479,7,Électronique
58,Homme,23706.432467461847,9,Vestimentaire
27,Homme,80358.58006442938,6,Vestimentaire
54,Homme,44544.39095348373,1,Beauté
23,Homme,91940.78085914075,7,Électronique
57,Homme,73384.8474631631,3,Beauté
33,Homme,81516.36451449085,7,Vestimentaire
24,Homme,80765.5322305544,6,Vestimentaire
53,Homme,73019.15086010571,8,Alimentaire
54,Femme,45514.63708826898,8,Vestimentaire
20,Homme,48789.40556888137,1,Alimentaire
32,Homme,88733.90825212316,3,Électronique
37,Homme,95947.99455630119,1,Alimentaire
20,Homme,40499.122295350266,5,Électronique
40,Femme,85798.87416511665,3,Électronique
62,Homme,84894.9498381934,9,Vestimentaire
18,Homme,47859.34338375005,8,Électronique
44,Homme,59468.79005977396,10,Vestimentaire
46,Femme,46783.61025027066,2,Vestimentaire
46,Homme,76702.95553267584,9,Alimentaire
21,Femme,90081.91145673147,10,Électronique
26,Homme,25832.91220871196,2,Beauté
28,Femme,73599.03760976096,7,Vestimentaire
61,Femme,58328.16110053927,5,Électronique
63,Femme,69325.59316158303,5,Électronique
62,Homme,36963.01126513273,10,Beauté
27,Homme,47448.42771387799,2,Beauté
69,Homme,71814.62880318778,2,Beauté
67,Femme,89271.79333794766,6,Vestimentaire
49,Homme,37724.536689507346,9,Alimentaire
63,Femme,80554.62563290333,5,Électronique
38,Homme,90644.32953352014,6,Vestimentaire
36,Femme,21491.436944016452,3,Vestimentaire
28,Homme,78919.44149035911,10,Vestimentaire
18,Homme,89866.2349625526,6,Beauté
35,Homme,27286.40727417601,2,Électronique
39,Homme,49053.25169162385,7,Beauté
42,Homme,56291.60954062952,10,Vestimentaire
41,Homme,76480.45369235011,9,Électronique
35,Femme,44895.38112374771,8,Vestimentaire
50,Homme,47428.41498055782,7,Beauté
35,Homme,70484.16828045409,2,Alimentaire
56,Homme,38955.57634128182,10,Alimentaire
59,Femme,59851.17665656312,2,Vestimentaire
52,Femme,96624.8617609874,5,Électronique
55,Homme,40465.220367168,1,Vestimentaire
31,Femme,82376.91068440472,1,Beauté
24,Homme,95595.59027697067,4,Vestimentaire
24,Homme,23285.562305663774,4,Beauté
36,Homme,78364.66180193686,10,Beauté
30,Femme,63733.41845491315,3,Électronique
32,Femme,83785.00996271396,6,Beauté
41,Homme,89077.12356069185,9,Électronique
18,Homme,28143.003452095232,6,Électronique
65,Femme,51538.91284882368,10,Beauté
51,Homme,78622.78595737228,1,Électronique
23,Femme,55566.09620260645,10,Alimentaire
41,Homme,36438.72371359446,1,Alimentaire
57,Homme,25851.512941539924,6,Électronique
18,Femme,76410.94750461006,10,Alimentaire
28,Femme,54072.43571954144,2,Électronique
59,Homme,27846.59207861396,6,Alimentaire
25,Femme,35554.62403617168,10,Vestimentaire
57,Homme,56487.61159683494,2,Alimentaire
26,Homme,61510.25273499516,4,Beauté
36,Homme,65315.67706930979,2,Alimentaire
59,Homme,59170.54452749559,9,Vestimentaire
52,Homme,20132.304359915495,6,Vestimentaire
40,Femme,95106.42711944431,5,Alimentaire
61,Homme,87698.52612134111,4,Vestimentaire
44,Homme,41298.83961090092,3,Beauté
34,Homme,26268.852483393268,9,Vestimentaire
62,Homme,74868.21582966449,7,Vestimentaire
30,Femme,33322.78432412944,3,Beauté
25,Femme,59953.43183841868,1,Beauté
61,Femme,29102.232314984863,6,Beauté
18,Homme,52035.37591464305,2,Beauté
47,Femme,28594.09060613371,10,Beauté
66,Homme,95699.30757857715,3,Vestimentaire
51,Femme,67394.12637910915,5,Beauté
21,Femme,84191.90312242444,6,Alimentaire
20,Homme,23037.030602418457,3,Beauté
43,Homme,37152.48164995915,6,Alimentaire
55,Femme,27425.878102376595,1,Beauté
54,Homme,28806.8191660843,5,Beauté
52,Homme,25101.869447559475,3,Alimentaire
33,Homme,83675.81012988026,10,Beauté
47,Homme,90142.33798166158,10,Électronique
27,Homme,88192.71291659742,10,Électronique
64,Femme,26112.222449951234,9,Vestimentaire
30,Femme,63823.353620984795,7,Électronique
56,Femme,50360.80193629075,7,Vestimentaire
18,Femme,28554.656541531633,3,Électronique
65,Homme,31273.66482997229,1,Alimentaire
47,Homme,59237.210276785845,4,Alimentaire
32,Homme,79481.47164779677,9,Alimentaire
24,Femme,29915.910703927613,6,Électronique
33,Homme,21834.00855458104,1,Électronique
50,Femme,42621.71247526661,7,Alimentaire
33,Homme,94945.53920921932,6,Électronique
27,Femme,92145.52236600853,5,Alimentaire
30,Homme,80833.07143609118,2,Vestimentaire
39,Femme,40435.941579980645,6,Beauté
50,Femme,50374.282156299814,10,Électronique
30,Homme,25463.835638530076,3,Électronique
68,Homme,58029.807684822204,3,Électronique
37,Femme,85167.14477141653,7,Électronique
35,Femme,94614.18869465093,8,Électronique
67,Homme,36648.29975010049,7,Alimentaire
56,Homme,89368.56148101365,4,Alimentaire
43,Femme,45289.07903041762,5,Beauté
21,Homme,22170.8785632069,10,Beauté
52,Femme,39479.24229733084,5,Électronique
44,Femme,35357.240875419746,6,Alimentaire
60,Femme,96474.37166536548,2,Alimentaire
35,Femme,40960.3160250031,2,Vestimentaire
46,Femme,34312.10063493282,10,Électronique
48,Femme,35635.990676519614,10,Vestimentaire
22,Homme,85656.35136810158,3,Alimentaire
63,Femme,30146.29052196285,8,Vestimentaire
51,Femme,74966.30319194485,8,Électronique
60,Femme,45737.79461424495,8,Beauté
49,Femme,99547.10943198393,3,Beauté
48,Femme,39875.63671526708,7,Vestimentaire
43,Femme,94903.89797570494,8,Alimentaire
38,Femme,29322.088478995473,8,Beauté
50,Homme,93389.22860502776,7,Beauté
40,Homme,89729.88745642714,5,Vestimentaire
69,Homme,43038.643176444675,2,Beauté
24,Femme,86567.05819105904,2,Beauté
36,Homme,96697.73867862765,8,Beauté
63,Femme,93816.83295408376,3,Beauté
39,Femme,51552.89154190324,6,Beauté
68,Femme,78493.70803089431,3,Électronique
52,Homme,21701.176391840836,8,Alimentaire
44,Femme,74272.54307000454,8,Vestimentaire
45,Femme,42914.55278319701,5,Électronique
36,Femme,81649.4744523197,4,Vestimentaire
50,Homme,68502.23611428225,1,Électronique
24,Homme,59122.82877657372,3,Beauté
52,Femme,42927.414914600726,7,Beauté
67,Homme,44642.95342924539,1,Vestimentaire
23,Femme,92076.09734611174,3,Vestimentaire
52,Homme,62415.846345639235,4,Électronique
50,Homme,91302.23892878377,2,Beauté
33,Femme,69144.31846372831,4,Alimentaire
60,Homme,41977.71659749069,6,Vestimentaire
47,Homme,75987.56571695811,8,Électronique
32,Femme,61806.792917173414,9,Électronique
47,Femme,61534.58422560508,4,Alimentaire
67,Femme,77102.8124001188,9,Électronique
28,Femme,82881.5180180748,2,Vestimentaire
19,Homme,52241.86865217076,8,Électronique
37,Homme,71932.71866698207,6,Électronique
24,Femme,49200.86139856848,1,Alimentaire
48,Homme,64261.06582716839,1,Beauté
43,Femme,94685.0242419311,8,Alimentaire
23,Homme,22418.008816496746,2,Beauté
39,Homme,88966.8579378513,7,Électronique
27,Homme,22207.173228237734,7,Alimentaire
57,Homme,88163.20151383424,3,Beauté
45,Femme,84373.99442254541,5,Vestimentaire
62,Homme,69575.59815879291,3,Beauté
59,Homme,33235.914142719485,7,Vestimentaire
65,Homme,31125.801653053393,3,Électronique
65,Femme,78194.04340550721,6,Beauté
61,Femme,65711.51298144815,9,Beauté
48,Femme,44253.83290353695,1,Beauté
29,Femme,65019.88899519082,5,Vestimentaire
34,Homme,23184.489543493197,9,Vestimentaire
29,Femme,81670.98774226845,2,Vestimentaire
67,Femme,34293.02705898593,10,Alimentaire
44,Homme,41491.485390750706,9,Beauté
52,Homme,57336.05176448384,1,Alimentaire
19,Homme,79288.07730733388,2,Vestimentaire
42,Femme,20584.940597043682,9,Alimentaire
65,Homme,22086.139516680225,10,Vestimentaire
31,Femme,82450.08582991024,4,Vestimentaire
31,Femme,39502.05819681937,5,Alimentaire
68,Femme,20612.68291944171,9,Vestimentaire
26,Homme,64262.66902225594,6,Électronique
31,Femme,65951.03085721856,10,Vestimentaire
39,Femme,79087.28292939143,5,Alimentaire
40,Homme,54325.019749499355,2,Électronique
48,Homme,75540.92352872627,3,Alimentaire
24,Homme,51299.432204483135,8,Alimentaire
48,Homme,57457.663930317845,4,Vestimentaire
41,Femme,86608.34425098573,8,Beauté
51,Homme,90193.73806234327,8,Alimentaire
65,Femme,29569.945034014254,7,Vestimentaire
64,Homme,68096.7653216554,2,Électronique
35,Femme,36893.282991489665,3,Électronique
59,Femme,47940.597023992836,6,Beauté
26,Femme,51191.04735670186,6,Beauté
35,Femme,25241.562409466205,6,Beauté
45,Homme,99390.6512724453,3,Électronique
26,Homme,48165.520893509,7,Beauté
41,Homme,48998.20730395829,10,Vestimentaire
55,Homme,50416.76519207182,2,Électronique
62,Homme,68879.25707493223,9,Beauté
24,Homme,27919.795685653055,4,Électronique
19,Homme,39382.68279725204,6,Électronique
59,Homme,83589.32486751386,9,Vestimentaire
34,Homme,28188.4120415162,5,Électronique
68,Homme,95730.42968394789,2,Électronique
41,Femme,51384.699298600026,10,Électronique
38,Homme,45396.95705965082,9,Vestimentaire
40,Femme,43847.345122806124,2,Beauté
47,Femme,22666.889172563486,7,Alimentaire
46,Homme,43208.05592211857,2,Vestimentaire
35,Homme,98023.71584450838,2,Alimentaire
31,Femme,32089.533219306504,6,Électronique
29,Femme,66451.38499239407,2,Vestimentaire
25,Homme,65461.483681781065,9,Beauté
55,Homme,58825.40938729092,1,Beauté
30,Homme,47891.62819997723,3,Beauté
31,Homme,79090.45089104632,3,Alimentaire
24,Femme,59254.628379550115,1,Beauté
56,Homme,67381.01752563412,2,Vestimentaire
57,Femme,52370.82337201864,9,Électronique
43,Femme,27179.05463270777,8,Beauté
44,Homme,58717.31751578636,7,Alimentaire
51,Femme,30274.630766013564,1,Vestimentaire
57,Femme,56069.85313021634,9,Alimentaire
23,Femme,50789.126493129945,9,Vestimentaire
37,Homme,40140.59242490476,4,Électronique
60,Femme,80455.02880052174,7,Beauté
43,Femme,41816.2222939886,4,Alimentaire
18,Homme,93177.00101002822,5,Vestimentaire
28,Femme,57324.42346469347,3,Électronique
26,Femme,76239.41602845307,5,Beauté
54,Femme,26354.6317835838,7,Vestimentaire
36,Homme,25668.49396096532,8,Électronique
37,Homme,68650.61937978797,10,Vestimentaire
53,Homme,90222.90763452357,8,Alimentaire
64,Femme,40400.82184724782,4,Vestimentaire
37,Homme,50612.46865504485,7,Électronique
18,Homme,93207.81618458746,5,Électronique
60,Homme,72783.66349050638,8,Alimentaire
52,Femme,26299.97620742845,1,Beauté
35,Homme,67412.06418290315,2,Vestimentaire
22,Femme,78341.2424194825,6,Électronique
61,Homme,38480.635868438636,5,Vestimentaire
31,Femme,33078.253331537075,1,Vestimentaire
49,Femme,96714.88737953511,5,Alimentaire
38,Homme,99522.46051389966,10,Alimentaire
55,Femme,66736.75552451509,8,Alimentaire
57,Femme,99588.01353754089,2,Vestimentaire
34,Homme,37638.75602317637,4,Alimentaire
69,Femme,44932.21825110041,3,Beauté
28,Femme,47568.96701667422,3,Alimentaire
59,Femme,29695.571029295814,7,Électronique
35,Homme,66937.78595884252,1,Vestimentaire
68,Femme,69231.88192220985,9,Électronique
52,Femme,53782.2294721823,1,Vestimentaire
24,Homme,68478.76865396429,8,Beauté
50,Femme,36077.11129931493,10,Beauté
44,Femme,29722.232846979437,3,Électronique
29,Homme,69462.23295738778,3,Électronique
27,Femme,23086.045928102718,1,Alimentaire
51,Homme,94855.33099752694,5,Électronique
66,Homme,67389.29650897162,10,Électronique
21,Homme,59545.48684781026,2,Électronique
42,Homme,27112.309109115246,6,Vestimentaire
28,Homme,79608.27026772624,8,Électronique
64,Homme,76759.0429607773,9,Vestimentaire
49,Femme,61840.51224114079,1,Vestimentaire
31,Homme,41674.30358090767,1,Vestimentaire
34,Femme,37911.86406987384,1,Vestimentaire
55,Femme,27770.62788295458,5,Électronique
42,Homme,83832.3249375957,3,Alimentaire
23,Femme,24491.112712160124,6,Vestimentaire
19,Homme,65854.92571754937,7,Vestimentaire
43,Homme,87609.42982081069,6,Alimentaire
46,Femme,63295.979680731805,1,Beauté
45,Femme,23381.95660369412,7,Beauté
55,Homme,58653.7005835882,8,Électronique
61,Homme,53847.405291097166,6,Beauté
49,Femme,35382.44279888499,2,Vestimentaire
50,Homme,40411.77775080316,4,Alimentaire
19,Femme,98807.19052838514,1,Électronique
53,Femme,20212.711295032645,2,Beauté
62,Femme,60292.457349977056,5,Électronique
22,Femme,33214.5669207221,6,Vestimentaire
43,Homme,72634.8768323609,8,Électronique
42,Femme,73218.72751208048,4,Vestimentaire
27,Homme,23765.662435810624,8,Électronique
41,Homme,41252.417699323196,8,Alimentaire
30,Homme,63502.679315391164,1,Alimentaire
27,Femme,87181.11811361069,9,Alimentaire
59,Homme,38077.971683598895,7,Alimentaire
56,Homme,84822.58505705112,8,Beauté
23,Homme,42928.869374758986,8,Vestimentaire
24,Homme,67899.75402007403,10,Électronique
55,Femme,25314.56815488114,10,Électronique
54,Homme,68183.22727738635,4,Alimentaire
22,Femme,37985.86730375165,3,Électronique
19,Femme,45691.85769409912,6,Alimentaire
49,Femme,44646.7729069566,2,Beauté
31,Homme,41910.90111075626,7,Électronique
41,Femme,71231.53924250131,6,Électronique
19,Femme,29697.35320538307,9,Électronique
28,Homme,20153.89536234185,8,Électronique
34,Femme,68007.96688971763,3,Électronique
64,Homme,64823.90474432464,2,Beauté
45,Homme,71202.4908242683,9,Électronique
40,Femme,84526.46060963807,5,Vestimentaire
35,Homme,69710.16475181092,1,Électronique
19,Homme,53517.354442982505,3,Alimentaire
44,Homme,24148.81661850755,10,Alimentaire
22,Homme,96853.85601504515,8,Beauté
26,Femme,37511.15544722216,4,Beauté
23,Femme,64955.88872148349,5,Beauté
20,Femme,97292.83455438097,8,Électronique
24,Femme,59530.55701273002,7,Alimentaire
33,Homme,48935.675038078174,1,Vestimentaire
62,Homme,86446.46962292699,9,Vestimentaire
24,Femme,20341.00850384502,2,Électronique
47,Homme,35543.617771577236,5,Électronique
33,Femme,88602.4460706377,7,Alimentaire
18,Homme,23295.628292980196,10,Beauté
54,Homme,80546.46693579415,4,Alimentaire
40,Femme,20523.99085338817,5,Beauté
31,Femme,90054.80683930493,8,Vestimentaire
66,Femme,41109.02659186545,7,Alimentaire
19,Homme,90209.75761478306,6,Vestimentaire
55,Homme,90850.70027661911,8,Vestimentaire
21,Homme,76720.68292842791,8,Beauté
59,Homme,80745.57908254724,1,Électronique
35,Femme,92289.5723808499,4,Alimentaire
18,Femme,65780.59809348927,3,Vestimentaire
28,Homme,65937.55080625834,1,Alimentaire
57,Homme,34949.49430992608,4,Alimentaire
39,Femme,67804.34389181552,9,Beauté
65,Femme,25099.68188117205,2,Alimentaire
36,Homme,62455.92229729398,5,Beauté
24,Femme,57408.05803382094,9,Beauté
50,Homme,87069.37750562865,1,Alimentaire
45,Femme,97657.10052536479,6,Électronique
35,Femme,48734.57768190569,8,Beauté
28,Homme,84258.48544913207,9,Électronique
22,Femme,36037.71663584955,10,Vestimentaire
62,Femme,83156.8800673005,7,Alimentaire
59,Homme,25884.231832847792,4,Vestimentaire
32,Femme,81092.5715943902,9,Alimentaire
64,Femme,33480.57219540938,2,Beauté
35,Homme,35515.66008699331,7,Beauté
58,Femme,69860.02883647152,3,Électronique
58,Homme,49965.209120193336,2,Électronique
44,Homme,49753.58934284305,6,Beauté
24,Homme,81336.84450520796,2,Beauté
57,Homme,24447.47796849387,5,Électronique
52,Homme,86046.4217462921,8,Alimentaire
48,Femme,96945.540456694,7,Électronique
53,Femme,41523.00154663573,6,Électronique
41,Homme,41223.79130231475,8,Beauté
41,Homme,43414.05392325665,6,Alimentaire
47,Homme,99146.17275480076,7,Beauté
49,Femme,44009.02160254729,10,Électronique
62,Femme,23324.228138433697,5,Électronique
41,Femme,24206.32201356878,6,Beauté
33,Homme,40922.66348621041,10,Alimentaire
56,Femme,54664.21249964794,3,Électronique
47,Homme,97267.75751836787,9,Beauté
24,Femme,64914.566813714846,10,Beauté
53,Homme,81116.46456941341,6,Beauté
61,Femme,37146.98531041178,5,Beauté
52,Femme,96899.84126932496,10,Beauté
63,Homme,79605.15909067735,4,Beauté
40,Homme,89903.42278374707,1,Électronique
37,Femme,37909.50866462964,4,Vestimentaire
35,Homme,90571.19265170516,6,Vestimentaire
38,Homme,64265.799405434,9,Électronique
26,Femme,46436.44850485146,3,Électronique
49,Femme,39425.29980901488,4,Alimentaire
60,Homme,64358.0344123163,5,Vestimentaire
61,Homme,29407.73843152429,4,Électronique
22,Femme,94489.25249167971,1,Vestimentaire
31,Homme,36180.636587872046,9,Électronique
60,Homme,47688.362833983796,9,Électronique
60,Homme,37832.018662045775,5,Alimentaire
22,Homme,44591.42129803662,8,Beauté
28,Femme,94247.92285788376,3,Beauté
31,Femme,76050.73460846877,4,Alimentaire
53,Homme,52069.41933354957,10,Vestimentaire
57,Femme,27476.70385930844,8,Beauté
45,Femme,34326.22329394375,4,Vestimentaire
66,Femme,47322.74289654,1,Alimentaire
41,Homme,55730.317290343984,4,Alimentaire
63,Homme,28163.433178256608,9,Électronique
21,Homme,69869.38836356145,4,Alimentaire
44,Femme,21609.805955704618,7,Beauté
67,Femme,91080.43557966332,5,Vestimentaire
42,Homme,44744.96653207818,3,Alimentaire
21,Homme,70989.88335325672,9,Alimentaire
21,Homme,83616.83112175149,6,Beauté
37,Homme,88126.56076364045,4,Vestimentaire
48,Homme,78139.08234618536,4,Vestimentaire
28,Homme,94618.36662333677,6,Alimentaire
37,Femme,70651.99151331696,4,Vestimentaire
67,Homme,68091.0135076362,10,Vestimentaire
68,Femme,91865.61901190439,3,Beauté
38,Femme,91819.43125786148,7,Vestimentaire
19,Femme,90213.66227602464,7,Électronique
33,Femme,55030.17446454559,8,Alimentaire
45,Femme,64252.39844025379,1,Électronique
55,Homme,55474.161855535,6,Vestimentaire
62,Femme,43223.70904241495,1,Alimentaire
63,Homme,63196.237018003936,2,Vestimentaire
36,Femme,37358.18159567869,7,Électronique
27,Femme,57524.1713979728,6,Électronique
24,Femme,74266.60046612227,7,Alimentaire
64,Homme,75020.41279765956,8,Électronique
49,Femme,37882.744421575786,7,Beauté
25,Homme,87716.67631780094,5,Beauté
22,Femme,75177.08194224682,1,Beauté
52,Femme,37237.52114920738,6,Électronique
64,Homme,99464.1783156115,5,Alimentaire
24,Homme,35181.41230727006,6,Beauté
47,Homme,39460.34050248991,1,Électronique
65,Femme,65870.5176152277,1,Vestimentaire
19,Homme,75784.50593830534,2,Alimentaire
28,Femme,23178.259188270564,7,Vestimentaire
57,Femme,33032.34200995849,1,Beauté
30,Homme,74099.86958451,3,Beauté
58,Homme,48798.111549225585,4,Vestimentaire
42,Femme,72390.34643501832,6,Beauté
24,Femme,31767.055019732605,7,Beauté
43,Homme,97704.7784621174,10,Vestimentaire
54,Femme,22343.418807899005,7,Alimentaire
24,Femme,84045.95426215761,10,Beauté
36,Homme,87247.02577249825,10,Alimentaire
58,Homme,36397.548855991714,7,Alimentaire
53,Femme,47022.31984386941,7,Beauté
